Account Number,Balance
919001866725,Checking
299201193100,266977.75
153632099287,825051.27
174941322200,641109.61
216962172847,218631.98
104481971082,Credit
215149443997,239355.29
281259345837,835083.25
319349001323,Investment
259369039499,272765.96
187867664175,927592.81
294097198639,1247.57
217057331187,978447.99
160838130378,131822.43
228378554203,Investment
254390903580,319569.96
193047348966,Investment
199559265966,773100.4
133592269062,125185.39
177340082059,539372.91
253609063325,Savings
178656597071,128664.29
155774097571,360215.0
945484750009,480927.7
320072847671,38119.77
317577554479,924944.3
497397900488,Savings
327625643150,Checking
181257597440,789150.88
118766089322,Investment
267186322756,425703.84
224521846559,Savings
322314446604,Investment
306010464662,Checking
124623433089,478782.19
254627123808,Credit
219324334276,Savings
333355114725,326531.95
428378400775,219856.1
302546355097,895579.26
303299220904,Investment
130923934375,25012.29
332734122977,965841.43
226563691037,Savings
135099253114,823253.6
569033703167,284078.44
469520397376,856043.88
264663599084,718546.55
110384261770,Checking
796331242512,264568.98
330329365802,522227.29
874296753278,Savings
246324706699,819059.2
918195154725,Checking
285092767937,693163.03
373801414549,904565.29
329258233403,593648.44
270479466441,105178.19
956142463794,763625.34
171891225610,697157.49
374024487494,96622.18
389154367759,808593.02
165560668866,205933.23
667308978448,213843.42
260644821517,Investment
319526435084,157093.66
157220985951,13484.56
246902718143,794572.54
181559541133,Investment
333354835016,463944.48
265666568192,105359.97
310789025220,19750.29
213023898050,332994.29
163750844738,231852.54
432743819265,370735.5
963632163413,159786.7
164902903729,743541.84
428658135375,59853.25
166754098305,Checking
141121149327,375741.36
233297591210,24132.67
123961360699,Savings
304559653646,509206.92
119901494800,823337.78
288495256769,637409.29
240154689462,614809.63
240003551744,436073.53
108964367420,517553.0
234502708499,Investment
225456161829,226281.47
475006866982,820443.35
135128763278,743563.86
155241337856,Credit
173709773367,19355.34
326468263771,228549.14
267951506065,Savings
825121286828,438103.71
240493715097,Investment
111041915262,504924.37
122315722086,161632.1
164376936001,212830.17
200971462022,36092.81
252504636721,822304.93
329182263724,95171.92
181509219738,626727.72
282758211303,155169.61
160101512500,357186.58
206253569346,860567.26
311373532808,329545.31
189060746373,835685.96
298516535216,Credit
200630948276,914492.54
710800568494,819804.06
216518006389,Investment
338266721558,Checking
305125787853,Savings
309990460557,809203.48
261020848076,336729.58
123759715326,Credit
333567406510,954757.19
307031945568,Credit
229065537917,908849.67
244620298075,814650.38
270401118541,364432.3
167008274899,Savings
363846434878,625492.98
177332372753,Savings
210778512061,Checking
311681537965,292083.08
336787656400,Savings
526032711962,609038.05
152019653948,366746.95
773178820277,703526.03
107518949892,46081.71
153559398080,434984.91
704332084136,302459.05
821522234132,955417.93
139227059528,Checking
280127436773,Investment
169448155612,477647.65
291024700978,Savings
207158476458,91944.65
762458613652,Checking
131799545766,910436.02
239822124993,Checking
227934008139,449249.21
243619067381,29327.72
845751781549,496965.8
310692091657,Savings
310722923942,917501.15
364046971336,746525.4
849880183060,37858.61
129164450677,330578.3
198170130522,Savings
273961667428,Checking
310871715016,286743.35
226254790697,148959.28
832593262618,316047.29
137858576939,952526.47
294594957066,Credit
231029472822,Credit
218185613174,777175.43
198053577459,942165.41
155380697481,267697.86
337029970051,249509.68
338040951674,Savings
102990401870,556476.14
335394152899,Investment
229109353582,642438.09
224166832276,Credit
547885461019,495719.2
186989546358,979791.74
314984538699,80900.34
126816858582,28693.68
263673025544,7245.56
216939517714,540046.34
884535076067,140421.29
172104226102,Checking
146175918662,592259.89
291114167728,747259.76
124661658887,525200.65
295012583532,120417.25
275782182542,955857.24
137060519991,586794.0
208583883838,284481.67
459720593119,697026.42
260967582753,Credit
215203728093,985729.71
990288994755,426001.54
228828928314,712538.24
121784233130,Investment
202482210772,Credit
147413956083,63861.3
176698162640,Credit
276138567961,Savings
182144665708,723105.14
219391275722,Credit
123328768634,Checking
769246618751,573347.4
117675011306,757407.03
270290521932,Investment
216428828602,Credit
231217083977,729081.8
147341779243,918707.32
109316440983,920865.41
298975370214,418764.95
112954218193,831154.44
161576530180,Credit
263122572995,361735.11
272282210509,903921.96
138279349013,Savings
224077339312,Investment
267906317005,113454.81
195360396166,199199.92
693911621088,Checking
161570410804,Checking
240053208147,960987.34
442914468178,469635.88
303253408599,191013.32
334742302763,Savings
224086912296,778731.47
139221335678,Savings
148476339859,Investment
170063088431,Credit
230794771148,Savings
195696149185,Investment
289835049691,729745.08
826750800175,569999.27
124742849143,Investment
158767324601,Checking
260455777291,934633.91
251279085041,Investment
938314208604,78494.87
124504351878,843125.09
218176916960,86094.01
269917583601,275406.79
127176030751,890545.18
174125043124,104314.04
135523999253,898573.71
284548387144,Savings
216623433686,Investment
216039782343,232838.53
329511927189,157610.09
233323897799,922086.6
161431540291,216518.03
179024938279,Checking
182960334137,229206.36
241291075832,Investment
184364681231,Credit
182563616918,258880.76
163704119832,Credit
991453185243,776123.45
278612024235,730310.44
257708926117,Investment
420250951474,Credit
308446779292,44361.46
927278924574,335839.03
540406845746,557450.43
945672356453,292777.4
257706468867,Savings
792127763577,Credit
146022399047,Savings
409814715858,964679.61
760486240390,989837.66
704337499809,615354.42
252073509768,245824.07
771780152990,Checking
332578755352,964427.65
372941224414,298279.75
103718207431,581032.39
297591319753,Credit
825370209246,Credit
214641306908,167122.82
431482021204,22728.32
787264808945,866070.51
143801377939,281834.55
284085373407,Savings
679709850761,Investment
227619198918,645323.95
306242322382,485003.47
590719510845,857021.44
447227831303,29820.92
267099857179,Investment
207819698034,Credit
476125930730,90761.22
321307134795,501582.06
169007723307,265533.48
114412367075,182664.9
275772523131,Investment
327058457166,961245.18
281143756218,Savings
336940149998,Credit
885962189353,939441.65
112472603946,461060.83
176134792900,731755.98
612087252636,825826.43
230805989626,Savings
301958394555,997528.05
225901707605,958643.27
413615475923,76751.91
316389494583,Credit
326029087143,246542.71
261059250054,159348.52
263815541272,Checking
190298565265,Checking
260722957186,432350.94
774406759592,430172.66
211702363146,173668.25
183808126123,425272.74
150907114140,Savings
224745151669,906680.45
827945667724,636736.75
271513501716,Credit
992939400096,113590.21
137792184925,579441.08
175147119985,237703.89
161892142463,Investment
329906239374,742733.45
178410642004,Investment
231757969163,881565.55
170035738741,82781.38
255803768205,38195.38
270204965050,163353.44
140648747054,192624.18
143644536512,822094.29
272382577635,425913.41
204661087608,Savings
276281303539,Checking
320569545487,983238.17
251958727842,Investment
146646407848,Investment
598805650349,801432.29
331406038591,888391.35
231794376674,479956.12
307325998015,Investment
181293076259,763409.29
724913982821,803145.76
319710968281,Savings
244631558387,647088.59
261092658676,Savings
302149786221,Savings
850196543986,686383.3
752907428861,774883.59
191146259941,Investment
246554392780,399554.86
876382475797,465050.7
311482408717,512549.01
721297913200,396721.39
848700489649,819824.31
210610972900,Investment
126889518914,116474.5
548744649825,Checking
306494848868,449777.4
311155932824,Investment
164258955392,Credit
195292793936,446136.78
169553164615,338651.63
741147958124,Investment
153253647209,735002.12
128731147377,Investment
790074355907,Credit
206401611194,Checking
251308920536,134177.46
177392382299,843436.8
968845427275,599186.65
308873488840,710482.68
264945407078,729400.08
247297504153,975866.26
129366023027,Savings
325484955572,865392.06
265016378691,Credit
206412879207,Investment
217487458270,113783.05
123369637532,Credit
243414745424,99236.6
295898750538,81524.06
193907460748,924057.21
110359477756,269757.83
218160739960,81923.43
329288616736,984435.89
296782897021,Credit
872646526133,72885.65
111149624474,377535.51
910990564849,Checking
253043971967,570850.94
713786705153,257825.31
161406446673,44623.53
255238496505,933828.29
300053669963,213422.29
753644133201,Investment
953868868269,325460.25
271509101913,Investment
220319612014,Investment
283377375517,935643.15
120670994331,Checking
352306384300,516648.97
133058379102,581098.68
235833170519,353197.86
168127246094,960900.55
116599737976,618821.68
379823690625,Savings
195231620825,719388.49
879170749560,13423.85
308937083644,742362.28
258456305770,1971.96
232047522244,553570.0
168475811446,208054.43
285120176403,Investment
242939917546,517418.45
242797611786,115168.1
177413724058,671731.42
296705211253,520204.32
277327754168,Savings
115488839244,299858.35
166083003342,518545.91
395406458294,Checking
144996859657,258866.92
253329123550,566063.65
118443144239,Checking
724708170641,Investment
202291023890,Credit
311210819229,275170.89
330603252595,284198.57
128606995650,169704.04
106150625537,342910.51
124393855308,Checking
481687563197,Credit
173436187151,591013.97
150070514432,Credit
144110912882,329530.13
111516213589,Credit
941655999164,Checking
188857298517,Credit
218221487459,Investment
227316951678,164150.06
189491991505,763039.85
474566817143,161020.8
145644550847,444850.28
182580066851,569508.59
460934993903,86056.84
417820837199,362853.6
167755466798,Savings
243352479771,539274.89
168274852476,Investment
252881144696,Checking
214397715914,Investment
229532060705,995231.41
585299719880,Savings
838522981319,731932.63
303253540402,264882.93
948950604572,370942.84
243397835888,175962.21
208293895775,632380.97
285570966477,294574.94
759515738383,590137.1
194662120120,791950.83
203405141693,951919.38
109073687136,Investment
261323883019,342347.19
158709055555,Savings
181835533633,Credit
140587460228,843762.36
402893780431,Savings
293372752217,Investment
168977705120,691197.89
300963909293,305450.38
284943201969,Credit
148168610086,Savings
157923635896,Investment
251634563268,Checking
598359392252,611904.66
113607428698,Credit
120127697332,442623.83
332684221523,161502.65
288010344304,398911.1
229940731885,609193.12
829123380285,Investment
168711000803,359709.33
335223014467,898371.26
241982310432,825508.39
136391272057,27045.11
169096271717,Investment
248428342630,754075.13
156552675261,Savings
318417952664,517406.85
190108534458,147502.33
695403197477,252889.12
144794516334,985997.14
302688167628,548712.22
595940914809,134499.89
338992714976,362036.71
380429281329,814941.93
270874622477,Savings
245955539589,865343.33
103780700632,704595.58
116247175030,770719.45
136470862655,Savings
279378076877,716033.48
404776791361,908269.13
957166868232,Credit
255200902563,Savings
236763273695,640418.91
532612576273,Savings
301342123021,Checking
863835471879,663178.55
161575543230,765505.8
169946556848,73035.05
148957281463,Credit
829771053967,942761.93
320767074606,181402.0
299158955742,428496.0
282811374993,967997.62
496080197625,Investment
222349213799,Credit
244080329887,824966.49
131067077024,849548.12
263621082766,43004.87
211760930968,Savings
289007652046,975707.76
176875376217,Credit
619562059908,813280.75
860580486799,853056.58
742175376618,255770.09
659665892146,154404.28
172796525779,Savings
891981407648,Investment
248291149453,576949.16
694553647245,Credit
319703106138,725106.89
287240011800,68022.13
329474300915,917244.46
153639746893,381450.81
217839792044,1667.67
948809417820,427947.88
163629573012,324827.48
305158633799,Checking
177965676012,787893.48
136043564449,Credit
184724560821,515221.37
228834625526,492436.97
141267858347,806334.94
201199001424,384215.41
312336698949,353672.24
209775661293,869137.8
326221319334,706595.7
337482169238,239629.21
317053251794,36590.93
202303712173,32445.17
125568665480,Investment
337483832897,Savings
206878922416,422957.04
796626643403,Checking
203485738447,Credit
184254585577,118215.92
317949759753,492539.97
801010482322,353034.72
262334045455,169672.09
177877089176,963785.34
294004615477,Checking
272810742180,695086.71
199816150106,880557.18
133971012567,955749.56
217242981262,258656.4
177632740863,376813.2
314151961532,142054.59
113839771957,295019.63
225497253192,485080.9
156649004960,777203.62
298084099686,Savings
318403300442,504722.05
340265480220,Checking
136540436997,176014.74
263270985168,840933.53
392088645218,738203.98
135038563872,38341.39
144783960916,172441.57
311488744400,Savings
327198444211,Checking
262090579773,490080.47
185595567383,25622.89
277459159711,725359.88
200793336922,106083.12
192605209665,Savings
198897289826,35699.3
267364835971,901811.64
193865329171,849074.03
288556990657,2634.31
298109304349,704299.91
198501554238,3085.67
330190489865,104481.0
236439091268,Investment
137703504476,Checking
336267485556,963386.94
119081287696,Checking
132384686713,Checking
281362529264,975609.64
220811485830,829409.68
136049605360,674191.45
318141567256,134324.3
164854802781,496317.56
185343894721,377458.97
319762792120,Credit
173146329916,48547.43
103641988466,421023.26
248557310247,779126.92
227662621703,921738.66
197297451699,221623.64
285493828545,117813.02
222966292125,Savings
311834177217,686926.76
118591875545,Investment
296468546634,Investment
210580717439,166104.79
318737841572,Credit
136624442427,455260.69
288687509360,894490.06
339973042110,Investment
452523158510,Checking
338234665656,Investment
737398279246,132142.93
182700440858,891226.04
156410649139,Checking
603884306678,558436.94
132840503833,Credit
244327580177,733932.55
248000791157,35149.0
203569333714,Checking
114359827329,834356.5
119869147358,287660.9
988857313213,148485.68
324432472135,641510.31
205638073792,530407.39
165551202704,Checking
278496773981,37371.13
110905133150,241141.44
243871403760,919067.37
614426727588,Investment
341730651065,178124.5
178704811604,Credit
159016897704,977683.21
264774240158,Credit
228265518644,Credit
300639258207,914063.34
674979860169,Credit
188047966763,378401.32
259623542244,477689.63
143622152132,Savings
229813004964,Investment
195919896142,18926.24
271888405739,Investment
140005295196,Savings
217478602685,278809.8
336861043497,Checking
432339675385,905163.78
114646777654,Checking
985696338152,Savings
120769248631,679659.02
311792347481,Credit
117800201573,327134.89
186037897932,967500.52
309649036720,835067.2
221702663796,149535.32
351549596787,241061.6
331379404359,Credit
907053493806,167956.24
107875994476,982179.99
111433884460,323798.1
314302770315,141031.27
196163558080,Credit
277262329126,Investment
305841434354,Investment
259806861038,286153.96
125273617072,122710.79
283028601032,208656.87
268403612449,560132.35
842291205363,650016.2
567734139318,411582.96
366764942486,192716.55
416689655553,Investment
145260194614,423766.36
599234687011,Credit
874843052338,791335.28
750720513139,987798.17
107479751092,135302.67
231604298386,Savings
124980617348,488360.51
580573073247,Checking
162470090804,34779.79
329835728406,43091.52
135771741753,Investment
213756561113,618449.75
305679624711,Checking
282395026131,99359.72
170849574368,Credit
161367310941,Savings
292862872446,828219.23
201867463014,357661.81
597756703073,977861.46
447261229168,825553.8
673718659642,Credit
857896251975,311505.93
135892791131,527565.87
275683225030,715522.22
309408442094,Checking
123137862486,591029.04
183535954202,206929.97
236358738640,Checking
168775711234,379979.84
108443386460,182961.73
306296447495,128387.19
893582906893,Investment
291390314933,Savings
915793001425,373289.11
134172840798,363031.49
669866104584,246984.63
255984326214,156018.42
151284285261,972429.52
312057503463,453577.75
117338430627,57046.01
125640307465,Investment
235052094352,211362.38
708911642377,Credit
766836515832,Credit
213014710880,306860.65
135713552703,56157.43
149287471276,394728.99
332694314814,709257.38
123821048363,765188.84
424468448473,Credit
265598786573,966419.08
218438092160,408900.7
313976690514,872047.69
895790494470,222042.57
170016172873,682068.11
308580828952,534765.92
764994702551,Credit
771213223681,Savings
208304228951,Savings
435282341156,33868.79
331571874412,957226.16
125899117836,Checking
128787682259,Credit
149701232308,Savings
951966351866,Savings
109504795963,Investment
302279378237,148719.63
121123987880,972546.04
134760044207,830236.77
979012740039,341916.65
150436896015,Checking
859983110767,887405.05
284352360549,72975.81
782029365710,Credit
644888826828,481624.37
178211285037,428494.52
156568419431,Checking
291044581803,704946.88
234228141894,Savings
195295955696,309126.28
329854287831,186301.52
261808404025,Credit
155876734553,430360.95
804365472050,Credit
307345206639,979820.23
142954422193,580023.98
181007269974,546200.84
188158455666,Savings
120968295174,Savings
120590527095,Checking
270916225891,98625.52
338867099235,Savings
138979906080,Savings
749064700218,881800.7
230499962579,Investment
161302147673,530605.75
302643619959,Savings
217315914107,200049.25
937808745665,Investment
334257877572,430361.81
191651532748,Credit
895049674157,29208.67
529648621213,418433.11
185470023216,Credit
292020948264,Investment
282802976792,908050.54
220086462234,Savings
186572920348,400761.6
492081255890,119159.43
210996111752,407887.42
589131050881,166643.93
563085961480,Credit
240364575521,984453.01
223634645344,856322.74
106169220845,181015.54
855991310154,Investment
232381966438,985593.66
283190555456,682424.93
184771759273,986027.6
849015158342,Savings
313269996233,322068.86
195852380718,438590.75
143871011027,551095.68
325391768570,757312.95
415442276649,Checking
214246019674,771943.59
322887225301,841687.1
640963971204,148505.53
111183347253,604295.35
121820196434,911808.99
271646233787,Investment
302505548144,328723.83
211798404648,Credit
168919095455,174176.27
239859823043,72929.93
167057296423,563868.06
206391340875,Checking
243403734536,Investment
225287892571,Checking
306131805679,701.18
272760731562,129416.72
548833453282,Savings
976992937487,Checking
119221032857,Credit
490528878445,Investment
215488564857,575838.42
331118740416,278383.26
311157628515,206827.57
817734794570,816505.6
199840203848,81298.55
586912766606,857263.86
163873838965,Savings
216653896794,298883.4
169968172672,Savings
278529816389,Checking
226690202207,Savings
161413639081,737219.5
313412106637,520552.3
190410253384,Credit
242080663772,Investment
249130384503,58415.74
485189959462,Checking
555465886012,4699.49
926510102794,574753.3
273778144649,591202.8
203679768596,91725.39
106978135597,Investment
261626148032,603476.55
333925362622,159907.7
177059171660,275398.29
249538236667,481398.49
159989509295,2163.82
983994631291,Checking
293000341800,27301.79
176010818573,339137.91
308568988778,Checking
264342369213,Savings
113167725121,537998.57
279748017955,508785.93
259241713250,1417.48
682878527981,456939.64
278648576432,950183.19
102728586148,Checking
449072631429,554127.53
301993739985,398055.86
261362547869,212115.89
275446124173,330047.28
507160043144,Savings
536901965721,6944.09
281810735446,303639.82
272975008426,648689.15
332971398910,277187.78
186015950879,525296.68
237588138891,Credit
883850380745,632632.98
986727283123,Credit
254453239058,853115.0
238968766312,286619.86
709568008452,252257.57
209316517871,149864.21
252960159520,808246.02
330368965071,782353.34
210018795953,Credit
120356016310,137287.99
140936984558,Investment
149564563208,939447.29
240779209596,Savings
109076424366,68123.63
335628452545,811798.04
229976205126,980597.59
186404010092,766534.68
214415461361,706978.19
250163568692,Checking
251660697236,Savings
231059067824,413253.09
303840606424,Investment
325608755367,Checking
767039397698,986482.77
996539465501,756143.9
573773013438,811474.19
320179857247,Investment
177252844081,Savings
154901626086,Credit
180681146007,Savings
123443738199,437457.37
249129043331,Investment
138464266093,Checking
147963765054,Savings
610186909993,Investment
630534407337,289421.08
195436401377,35177.53
210922289763,156185.39
122061658684,Investment
900470976559,191599.19
337389379526,Credit
261234851901,186597.75
528744991127,415654.0
310448989893,Checking
321703062551,669694.85
334902974828,194940.76
246388646253,124228.9
161667798968,632151.84
225693644282,538348.79
655831120935,Investment
150088471452,874196.41
309928462422,886978.66
248961574981,19422.97
116310081159,191302.77
132676413416,173106.71
332900143766,Credit
155939119000,224131.66
139161832941,111039.68
275725876977,568725.94
416637393850,301736.93
106938744442,Checking
310516114285,339154.14
113195295838,Checking
203488562024,798633.45
838527756060,736203.59
279390116017,Checking
178683919081,584305.61
480906104282,375169.54
155109950688,Investment
227468517698,Credit
336151156489,217376.38
250093222844,589943.25
103621247307,53191.54
