Account Number,Balance
256310087251,869537.19
746265471037,815053.49
121183148855,74758.89
284018699660,672552.07
133478676670,65091.17
256838696288,439888.74
477372564604,349642.22
101796925942,81532.19
207715022378,616708.93
278983298344,147613.13
234081487552,620313.09
677098425077,77994.07
779306949406,72688.11
311860065729,870556.37
167153324809,396827.36
332898135381,451273.93
168504455144,247846.2
694702579712,141864.78
197442844226,212511.2
741686634832,835345.89
318820629736,662907.68
147883938727,877712.12
735879817083,258292.21
316169603686,554145.55
592790672245,221729.85
267857125144,709923.41
425489949539,258446.55
225345315331,443309.91
235934392818,787904.44
575511607069,319253.54
113280354881,729960.98
130274144455,836456.19
813907514369,811723.93
185039328653,68993.62
306955957351,284195.5
307607005230,147371.77
252962339821,953500.55
306413189738,515959.04
116996635328,530878.05
257298356640,436242.79
250973983811,165760.65
291433956338,379481.0
289974466657,715887.95
260071442874,110556.49
256134129190,225065.95
334923244139,847036.44
169962959018,530214.47
319707719293,558104.29
300013516985,764455.5
287845342024,209736.16
207286834146,456165.88
802669716855,123896.27
130598661621,981407.2
307367983874,528469.8
308743842704,606061.49
111707102495,282857.78
299022435317,459934.51
170484547796,264913.31
540849347464,513712.65
527130040735,22332.06
573979828163,165962.48
293233574034,968425.32
325577486054,785755.51
212720355747,276279.57
124201014202,641095.04
259840518835,988178.38
172679940488,828514.98
123312760509,35586.22
851428628090,386479.23
312093757770,708998.22
204021692124,568372.3
829399584764,966626.21
660413308216,380732.51
317145851266,850147.98
162958092517,552783.45
149867542275,313338.76
716028003189,868555.64
134767832349,337103.75
282974247866,316998.44
831253193743,792784.42
236358016666,250398.93
205526968007,422367.93
376117683950,280059.1
106280134490,905845.27
136322599201,674951.26
146172919632,538029.9
334507124454,569626.66
146583957729,27768.51
212544559374,698287.98
121732415184,920448.24
672342668343,658940.12
106120791473,737960.78
235656178356,16459.58
252834432926,958176.37
152151788535,997061.4
443018908713,979094.07
224070596523,757201.24
322158191818,348772.88
105377825420,186411.75
967144999412,957526.91
281576902712,364241.05
190481068608,325268.23
275132542863,138524.54
301511250847,451398.37
193907663529,54212.29
103149422151,15940.78
248875195346,677264.6
738933940214,327436.83
178676439152,607499.11
131686391264,150242.96
138540956693,477187.57
909735381541,150798.55
263201470678,374911.27
299201193100,266977.75
153632099287,825051.27
174941322200,641109.61
216962172847,218631.98
215149443997,239355.29
281259345837,835083.25
259369039499,272765.96
187867664175,927592.81
294097198639,1247.57
217057331187,978447.99
160838130378,131822.43
254390903580,319569.96
199559265966,773100.4
133592269062,125185.39
177340082059,539372.91
178656597071,128664.29
155774097571,360215.0
945484750009,480927.7
320072847671,38119.77
317577554479,924944.3
181257597440,789150.88
267186322756,425703.84
124623433089,478782.19
333355114725,326531.95
428378400775,219856.1
302546355097,895579.26
130923934375,25012.29
332734122977,965841.43
135099253114,823253.6
569033703167,284078.44
469520397376,856043.88
264663599084,718546.55
796331242512,264568.98
330329365802,522227.29
246324706699,819059.2
285092767937,693163.03
373801414549,904565.29
329258233403,593648.44
270479466441,105178.19
956142463794,763625.34
171891225610,697157.49
374024487494,96622.18
389154367759,808593.02
165560668866,205933.23
667308978448,213843.42
319526435084,157093.66
157220985951,13484.56
246902718143,794572.54
333354835016,463944.48
265666568192,105359.97
310789025220,19750.29
213023898050,332994.29
163750844738,231852.54
432743819265,370735.5
963632163413,159786.7
164902903729,743541.84
428658135375,59853.25
141121149327,375741.36
233297591210,24132.67
304559653646,509206.92
119901494800,823337.78
288495256769,637409.29
240154689462,614809.63
240003551744,436073.53
108964367420,517553.0
225456161829,226281.47
475006866982,820443.35
135128763278,743563.86
173709773367,19355.34
326468263771,228549.14
825121286828,438103.71
111041915262,504924.37
122315722086,161632.1
164376936001,212830.17
200971462022,36092.81
252504636721,822304.93
329182263724,95171.92
181509219738,626727.72
282758211303,155169.61
160101512500,357186.58
206253569346,860567.26
311373532808,329545.31
189060746373,835685.96
200630948276,914492.54
710800568494,819804.06
309990460557,809203.48
261020848076,336729.58
333567406510,954757.19
229065537917,908849.67
244620298075,814650.38
270401118541,364432.3
363846434878,625492.98
311681537965,292083.08
526032711962,609038.05
152019653948,366746.95
773178820277,703526.03
107518949892,46081.71
153559398080,434984.91
704332084136,302459.05
821522234132,955417.93
169448155612,477647.65
207158476458,91944.65
131799545766,910436.02
227934008139,449249.21
243619067381,29327.72
845751781549,496965.8
310722923942,917501.15
364046971336,746525.4
849880183060,37858.61
129164450677,330578.3
310871715016,286743.35
226254790697,148959.28
832593262618,316047.29
137858576939,952526.47
218185613174,777175.43
198053577459,942165.41
155380697481,267697.86
337029970051,249509.68
102990401870,556476.14
229109353582,642438.09
547885461019,495719.2
186989546358,979791.74
314984538699,80900.34
126816858582,28693.68
263673025544,7245.56
216939517714,540046.34
884535076067,140421.29
146175918662,592259.89
291114167728,747259.76
124661658887,525200.65
295012583532,120417.25
275782182542,955857.24
137060519991,586794.0
208583883838,284481.67
459720593119,697026.42
215203728093,985729.71
990288994755,426001.54
228828928314,712538.24
147413956083,63861.3
182144665708,723105.14
769246618751,573347.4
117675011306,757407.03
231217083977,729081.8
147341779243,918707.32
109316440983,920865.41
298975370214,418764.95
112954218193,831154.44
263122572995,361735.11
272282210509,903921.96
267906317005,113454.81
195360396166,199199.92
240053208147,960987.34
442914468178,469635.88
303253408599,191013.32
224086912296,778731.47
289835049691,729745.08
826750800175,569999.27
260455777291,934633.91
938314208604,78494.87
124504351878,843125.09
218176916960,86094.01
269917583601,275406.79
127176030751,890545.18
174125043124,104314.04
135523999253,898573.71
216039782343,232838.53
329511927189,157610.09
233323897799,922086.6
161431540291,216518.03
182960334137,229206.36
182563616918,258880.76
991453185243,776123.45
278612024235,730310.44
308446779292,44361.46
927278924574,335839.03
540406845746,557450.43
945672356453,292777.4
409814715858,964679.61
760486240390,989837.66
704337499809,615354.42
252073509768,245824.07
332578755352,964427.65
372941224414,298279.75
103718207431,581032.39
214641306908,167122.82
431482021204,22728.32
787264808945,866070.51
143801377939,281834.55
227619198918,645323.95
306242322382,485003.47
590719510845,857021.44
447227831303,29820.92
476125930730,90761.22
321307134795,501582.06
169007723307,265533.48
114412367075,182664.9
327058457166,961245.18
885962189353,939441.65
112472603946,461060.83
176134792900,731755.98
612087252636,825826.43
301958394555,997528.05
225901707605,958643.27
413615475923,76751.91
326029087143,246542.71
261059250054,159348.52
260722957186,432350.94
774406759592,430172.66
211702363146,173668.25
183808126123,425272.74
224745151669,906680.45
827945667724,636736.75
992939400096,113590.21
137792184925,579441.08
175147119985,237703.89
329906239374,742733.45
231757969163,881565.55
170035738741,82781.38
255803768205,38195.38
270204965050,163353.44
140648747054,192624.18
143644536512,822094.29
272382577635,425913.41
320569545487,983238.17
598805650349,801432.29
331406038591,888391.35
231794376674,479956.12
181293076259,763409.29
724913982821,803145.76
244631558387,647088.59
850196543986,686383.3
752907428861,774883.59
246554392780,399554.86
876382475797,465050.7
311482408717,512549.01
721297913200,396721.39
848700489649,819824.31
126889518914,116474.5
306494848868,449777.4
195292793936,446136.78
169553164615,338651.63
153253647209,735002.12
251308920536,134177.46
177392382299,843436.8
968845427275,599186.65
308873488840,710482.68
264945407078,729400.08
247297504153,975866.26
325484955572,865392.06
217487458270,113783.05
243414745424,99236.6
295898750538,81524.06
193907460748,924057.21
110359477756,269757.83
218160739960,81923.43
329288616736,984435.89
872646526133,72885.65
111149624474,377535.51
253043971967,570850.94
713786705153,257825.31
161406446673,44623.53
255238496505,933828.29
300053669963,213422.29
953868868269,325460.25
283377375517,935643.15
352306384300,516648.97
133058379102,581098.68
235833170519,353197.86
168127246094,960900.55
116599737976,618821.68
195231620825,719388.49
879170749560,13423.85
308937083644,742362.28
258456305770,1971.96
232047522244,553570.0
168475811446,208054.43
242939917546,517418.45
242797611786,115168.1
177413724058,671731.42
296705211253,520204.32
115488839244,299858.35
166083003342,518545.91
144996859657,258866.92
253329123550,566063.65
311210819229,275170.89
330603252595,284198.57
128606995650,169704.04
106150625537,342910.51
173436187151,591013.97
144110912882,329530.13
227316951678,164150.06
189491991505,763039.85
474566817143,161020.8
145644550847,444850.28
182580066851,569508.59
460934993903,86056.84
417820837199,362853.6
243352479771,539274.89
229532060705,995231.41
838522981319,731932.63
303253540402,264882.93
948950604572,370942.84
243397835888,175962.21
208293895775,632380.97
285570966477,294574.94
759515738383,590137.1
194662120120,791950.83
203405141693,951919.38
261323883019,342347.19
140587460228,843762.36
168977705120,691197.89
300963909293,305450.38
598359392252,611904.66
120127697332,442623.83
332684221523,161502.65
288010344304,398911.1
229940731885,609193.12
168711000803,359709.33
335223014467,898371.26
241982310432,825508.39
136391272057,27045.11
248428342630,754075.13
318417952664,517406.85
190108534458,147502.33
695403197477,252889.12
144794516334,985997.14
302688167628,548712.22
595940914809,134499.89
338992714976,362036.71
380429281329,814941.93
245955539589,865343.33
103780700632,704595.58
116247175030,770719.45
279378076877,716033.48
404776791361,908269.13
236763273695,640418.91
863835471879,663178.55
161575543230,765505.8
169946556848,73035.05
829771053967,942761.93
320767074606,181402.0
299158955742,428496.0
282811374993,967997.62
244080329887,824966.49
131067077024,849548.12
263621082766,43004.87
289007652046,975707.76
619562059908,813280.75
860580486799,853056.58
742175376618,255770.09
659665892146,154404.28
248291149453,576949.16
319703106138,725106.89
287240011800,68022.13
329474300915,917244.46
153639746893,381450.81
217839792044,1667.67
948809417820,427947.88
163629573012,324827.48
177965676012,787893.48
184724560821,515221.37
228834625526,492436.97
141267858347,806334.94
201199001424,384215.41
312336698949,353672.24
209775661293,869137.8
326221319334,706595.7
337482169238,239629.21
317053251794,36590.93
202303712173,32445.17
206878922416,422957.04
184254585577,118215.92
317949759753,492539.97
801010482322,353034.72
262334045455,169672.09
177877089176,963785.34
272810742180,695086.71
199816150106,880557.18
133971012567,955749.56
217242981262,258656.4
177632740863,376813.2
314151961532,142054.59
113839771957,295019.63
225497253192,485080.9
156649004960,777203.62
318403300442,504722.05
136540436997,176014.74
263270985168,840933.53
392088645218,738203.98
135038563872,38341.39
144783960916,172441.57
262090579773,490080.47
185595567383,25622.89
277459159711,725359.88
200793336922,106083.12
198897289826,35699.3
267364835971,901811.64
193865329171,849074.03
288556990657,2634.31
298109304349,704299.91
198501554238,3085.67
330190489865,104481.0
336267485556,963386.94
281362529264,975609.64
220811485830,829409.68
136049605360,674191.45
318141567256,134324.3
164854802781,496317.56
185343894721,377458.97
173146329916,48547.43
103641988466,421023.26
248557310247,779126.92
227662621703,921738.66
197297451699,221623.64
285493828545,117813.02
311834177217,686926.76
210580717439,166104.79
136624442427,455260.69
288687509360,894490.06
737398279246,132142.93
182700440858,891226.04
603884306678,558436.94
244327580177,733932.55
248000791157,35149.0
114359827329,834356.5
119869147358,287660.9
988857313213,148485.68
324432472135,641510.31
205638073792,530407.39
278496773981,37371.13
110905133150,241141.44
243871403760,919067.37
341730651065,178124.5
159016897704,977683.21
300639258207,914063.34
188047966763,378401.32
259623542244,477689.63
195919896142,18926.24
217478602685,278809.8
432339675385,905163.78
120769248631,679659.02
117800201573,327134.89
186037897932,967500.52
309649036720,835067.2
221702663796,149535.32
351549596787,241061.6
907053493806,167956.24
107875994476,982179.99
111433884460,323798.1
314302770315,141031.27
259806861038,286153.96
125273617072,122710.79
283028601032,208656.87
268403612449,560132.35
842291205363,650016.2
567734139318,411582.96
366764942486,192716.55
145260194614,423766.36
874843052338,791335.28
750720513139,987798.17
107479751092,135302.67
124980617348,488360.51
162470090804,34779.79
329835728406,43091.52
213756561113,618449.75
282395026131,99359.72
292862872446,828219.23
201867463014,357661.81
597756703073,977861.46
447261229168,825553.8
857896251975,311505.93
135892791131,527565.87
275683225030,715522.22
123137862486,591029.04
183535954202,206929.97
168775711234,379979.84
108443386460,182961.73
306296447495,128387.19
915793001425,373289.11
134172840798,363031.49
669866104584,246984.63
255984326214,156018.42
151284285261,972429.52
312057503463,453577.75
117338430627,57046.01
235052094352,211362.38
213014710880,306860.65
135713552703,56157.43
149287471276,394728.99
332694314814,709257.38
123821048363,765188.84
265598786573,966419.08
218438092160,408900.7
313976690514,872047.69
895790494470,222042.57
170016172873,682068.11
308580828952,534765.92
435282341156,33868.79
331571874412,957226.16
302279378237,148719.63
121123987880,972546.04
134760044207,830236.77
979012740039,341916.65
859983110767,887405.05
284352360549,72975.81
644888826828,481624.37
178211285037,428494.52
291044581803,704946.88
195295955696,309126.28
329854287831,186301.52
155876734553,430360.95
307345206639,979820.23
142954422193,580023.98
181007269974,546200.84
270916225891,98625.52
749064700218,881800.7
161302147673,530605.75
217315914107,200049.25
334257877572,430361.81
895049674157,29208.67
529648621213,418433.11
282802976792,908050.54
186572920348,400761.6
492081255890,119159.43
210996111752,407887.42
589131050881,166643.93
240364575521,984453.01
223634645344,856322.74
106169220845,181015.54
232381966438,985593.66
283190555456,682424.93
184771759273,986027.6
313269996233,322068.86
195852380718,438590.75
143871011027,551095.68
325391768570,757312.95
214246019674,771943.59
322887225301,841687.1
640963971204,148505.53
111183347253,604295.35
121820196434,911808.99
302505548144,328723.83
168919095455,174176.27
239859823043,72929.93
167057296423,563868.06
306131805679,701.18
272760731562,129416.72
215488564857,575838.42
331118740416,278383.26
311157628515,206827.57
817734794570,816505.6
199840203848,81298.55
586912766606,857263.86
216653896794,298883.4
161413639081,737219.5
313412106637,520552.3
249130384503,58415.74
555465886012,4699.49
926510102794,574753.3
273778144649,591202.8
203679768596,91725.39
261626148032,603476.55
333925362622,159907.7
177059171660,275398.29
249538236667,481398.49
159989509295,2163.82
293000341800,27301.79
176010818573,339137.91
113167725121,537998.57
279748017955,508785.93
259241713250,1417.48
682878527981,456939.64
278648576432,950183.19
449072631429,554127.53
301993739985,398055.86
261362547869,212115.89
275446124173,330047.28
536901965721,6944.09
281810735446,303639.82
272975008426,648689.15
332971398910,277187.78
186015950879,525296.68
883850380745,632632.98
254453239058,853115.0
238968766312,286619.86
709568008452,252257.57
209316517871,149864.21
252960159520,808246.02
330368965071,782353.34
120356016310,137287.99
149564563208,939447.29
109076424366,68123.63
335628452545,811798.04
229976205126,980597.59
186404010092,766534.68
214415461361,706978.19
231059067824,413253.09
767039397698,986482.77
996539465501,756143.9
573773013438,811474.19
123443738199,437457.37
630534407337,289421.08
195436401377,35177.53
210922289763,156185.39
900470976559,191599.19
261234851901,186597.75
528744991127,415654.0
321703062551,669694.85
334902974828,194940.76
246388646253,124228.9
161667798968,632151.84
225693644282,538348.79
150088471452,874196.41
309928462422,886978.66
248961574981,19422.97
116310081159,191302.77
132676413416,173106.71
155939119000,224131.66
139161832941,111039.68
275725876977,568725.94
416637393850,301736.93
310516114285,339154.14
203488562024,798633.45
838527756060,736203.59
178683919081,584305.61
480906104282,375169.54
336151156489,217376.38
250093222844,589943.25
103621247307,53191.54
212689652089,24796.72
306279480009,432801.96
817025562719,5743.8
106387415750,860470.83
285569845857,603035.77
311911361481,949857.99
984641282823,265579.12
178905923379,38473.99
123902307056,795961.05
205532302291,367613.7
115424705772,849732.34
913615840414,905940.95
423541949469,405066.49
618005422093,254863.56
241088914324,64484.22
219187779757,176953.02
354282368939,203566.99
178960408456,35545.87
400897219640,107168.04
305329258710,676503.06
301741442345,715983.05
253973967442,70919.0
217391797002,301227.43
258407245665,428624.85
150120531643,808827.95
137550744382,230823.8
191853911516,918922.98
283501642306,490356.2
265332574225,325897.67
284770172720,800493.93
447764365816,304485.22
144452858929,48520.0
281292048523,259189.21
314274719539,901003.42
281066740271,808156.02
155144988333,183100.61
231001554730,124910.09
298138590851,544808.06
316086572816,170340.92
824017924867,550449.77
276902557046,502779.83
862500584760,154507.17
532487579279,515989.7
948782357185,456313.23
615769063533,192440.59
339943658557,531578.55
175597777390,435543.22
206541769358,430764.91
439728820506,536769.11
308666441027,106478.54
261400392524,894036.49
222484235310,501451.41
128418525059,68470.55
187337214370,442555.33
149159193464,615617.82
235169479354,119142.33
337553080581,717208.0
300670413908,181143.72
113100074740,37612.82
277770714668,221496.85
198277534916,499873.65
246230355417,183815.09
134169901019,562088.98
742030908865,476018.25
299681949532,883787.22
316283228933,793345.01
726751480039,7123.47
306740796725,847723.96
140721174551,427526.06
277006795271,147545.59
782907654914,612966.03
648962240222,70639.05
176670117197,42520.28
321228983450,263332.97
228315933284,528472.29
985419182513,535665.06
325112387944,498510.07
281721494793,38196.2
280912136087,467150.07
222658844794,537118.73
310900086113,171834.79
501743420916,86389.34
159609644334,519071.98
884787370791,138165.32
239776555619,513276.36
242357470847,479557.13
154985542707,310444.77
712984033202,888390.54
224172983469,276954.44
316776009439,164991.14
190125997072,672687.84
822305188501,321051.19
290236697117,524291.22
326880088960,400320.59
123456521997,985392.86
177653656618,472551.59
136168209820,169068.38
170507734330,426316.46
256629531537,771256.31
184645557498,209386.72
260480612122,688530.78
134024982258,484661.28
212429105127,910641.6
256378774060,896857.58
218615096110,941900.21
228920940384,805001.06
115300756557,261617.79
263882323886,184497.01
133591750136,14673.84
175710612075,575412.35
134951876808,62127.78
112733588170,573406.16
325425499000,191800.38
214660775174,168551.18
160777826558,882011.1
254792202924,791257.68
668641847489,464215.42
108049350413,86994.01
155893525770,608205.62
265536006907,10120.89
183309490920,162793.17
330208762144,738996.22
139451443253,586743.62
158674977249,199650.88
732413696946,451166.31
249833432913,992751.59
691731052220,954204.9
134815319589,442856.49
146354622245,202662.92
148008821251,480207.97
128833620217,966728.54
141631149681,478162.21
335962290881,98583.85
111322731099,561498.07
379633129443,762574.09
721475466557,853344.29
123695985861,969760.57
247931070571,387722.08
187016656016,837476.38
228559802653,802841.08
330535276471,962565.15
182116954614,996382.49
253566670443,618379.59
205233907237,207438.38
278962037555,359410.81
332304605529,300485.49
193318740895,201141.31
904093190544,3564.19
184881711522,754296.98
204955385325,869182.86
557473089256,857451.31
326673971442,98461.25
328229867331,884355.94
840619333536,602122.18
309984965416,861987.65
185098081433,368311.63
188808949994,71595.9
743642468297,221454.02
317842089389,605236.69
178642098239,86620.05
169904284721,765497.09
307587002449,727679.85
654217762795,58025.09
290875060543,607178.75
276629242825,591769.18
307529041493,335145.42
271511222660,451820.77
277624724513,372868.83
310189249257,878378.86
150078628272,640436.63
336973114065,179812.26
692522474406,641010.09
264330290168,10094.23
116811794570,464225.0
403799741639,665031.22
188554925592,36507.21
272196284437,515986.68
267559448384,389636.03
252215359402,156876.86
216545614819,723672.43
268816528604,32170.05
276856040484,965847.01
319214653688,216376.93
164330966183,620859.11
312238743830,903348.45
952968695291,309966.46
164235301441,448481.9
295936992174,379242.65
208538247506,247115.96
275358489825,466875.52
240344160988,190360.11
128942074644,719463.08
105915318812,228040.25
495282876217,240843.18
134771131901,253829.66
258164063142,782055.91
127398103701,889994.49
263363099863,398839.64
257307276470,210938.35
161263589368,365604.11
133702883782,191319.49
334300943983,576804.05
321636579289,45998.77
324499557797,56917.88
124051739947,358646.15
295812547741,867867.38
233944818439,933228.57
723145313582,499344.99
186105805668,147205.98
327430320511,100102.72
338527054816,343445.36
339378928617,279687.38
335970123667,237849.65
169421370841,578748.88
713059338337,162767.17
303519028373,635138.38
334813096385,387154.39
238679494861,410954.48
371468503882,330697.77
160356919409,924802.25
579028490583,524828.25
959569939787,561771.53
334831243633,570610.48
512265133952,837503.44
497834455393,319010.71
195668533370,419289.71
236189224868,575501.96
285347071547,361689.8
335707554820,929870.01
294764997479,757093.87
298025607672,16845.5
120557660229,592040.68
189174068474,773103.71
188845054824,397334.73
600739840338,836631.64
232064357281,192761.24
189459942050,989009.97
268272013507,968421.66
326393952794,278777.52
271265189316,452304.71
286446742286,378269.71
237244062500,594891.57
104612958890,290667.64
131202436354,35991.46
243413119699,562270.36
323602265603,507217.73
325229877436,644526.24
177260871342,333458.87
216109557782,389265.31
372614082448,790733.59
238754510674,63930.57
211220669286,791394.17
322148380802,295446.7
787592858278,571699.16
221519710448,246638.51
255268456467,918919.54
314304158022,990653.2
142921338623,388919.44
173049473289,478677.41
137240306250,24729.54
805468060380,412561.11
313741558063,908361.4
226764847180,611868.99
140338866752,122791.16
870331799758,356722.0
233332167010,440543.13
113220350933,431309.7
114167077726,70627.78
174060694705,836987.41
337143149310,420444.72
988818559959,76622.28
261134821318,123784.85
138563100519,741975.67
310325522212,136761.35
664298198276,348838.95
337742316204,814777.67
220344332636,776259.68
182090660352,488573.87
915720461932,481005.97
114985062121,152497.42
333852768392,799337.18
209534031440,739369.68
264190877988,355443.76
264548809173,817504.49
955333300904,352631.18
239057907980,631040.5
116545565691,5867.15
261043458933,829046.09
653022309628,15510.84
273214415221,322065.38
147386200995,260281.35
451741613784,619770.95
297031815516,666105.61
335316410294,583796.0
598858263167,186044.13
264600246834,897385.7
298367092513,83390.84
297406657438,144411.15
119190244187,833128.33
220114729212,760037.47
335226043989,289341.72
322921812929,66130.49
356114303184,246793.67
392299723215,122201.75
187891465238,234734.79
192523816706,838413.74
599868588233,487127.33
431083701493,29852.31
228395896029,607565.32
224893876006,970740.65
454470933850,294738.26
294415431012,520306.94
184148169596,209166.13
207859581530,787277.96
330555981110,987282.37
269588950385,389143.95
140700348296,734618.75
219364760098,181563.54
185047721911,618189.91
108022528692,934035.77
193636411559,247276.0
275379070942,919388.54
202513276812,289816.41
109966780612,750640.77
126287120576,981387.83
169854634676,795657.52
255059030335,651343.52
179515420868,590482.75
826014270791,396214.39
252838702387,525779.87
243212528076,209821.0
211748693716,250475.4
703486845300,970893.38
255293445361,314879.41
322922755417,420422.88
301201131219,277655.56
193411464417,867445.28
136133056083,509923.28
675795314590,834109.63
296477879663,617244.59
884273081940,271642.98
274169253094,180354.66
206962348447,158369.04
296243279921,563810.0
246223405428,21243.61
223433000036,964465.39
528650555391,607575.74
257764247974,191339.45
208530547621,19949.99
400646651190,556872.75
118374334421,565590.06
279103386458,933153.24
557402504347,748465.31
282688544774,717526.9
485993226220,956515.18
176155207790,603053.78
253748049393,254812.04
330638810768,250511.87
132489510769,263315.96
180633482258,417895.8
110081677959,275828.03
404644872513,888148.76
744194673600,835196.74
128081280337,952329.19
228080743502,573289.82
206071211763,160725.35
264156729337,521296.52
440350856222,872940.31
585173682631,182343.42
450586072120,85122.58
334712846318,103153.95
329513894621,734374.74
646105321194,157201.52
879993734728,6386.06
151572644710,989412.16
232109138302,772785.51
642653930698,466397.82
205203163482,952195.9
226669383518,685056.21
171772271009,842931.59
541631387838,847080.49
130971226064,524727.06
153978811709,990131.74
194899937482,994585.82
136808954775,672953.46
219646493262,94535.69
500352391664,30722.1
333890217900,119405.93
275896410076,703018.71
142839638453,147540.56
320861406717,430490.66
287400888957,730277.49
251415813987,922111.6
109279803423,486845.56
171766042810,693426.31
285297611654,485507.05
298197524794,959425.76
684926453287,883780.78
158911273986,515685.78
594952240727,909444.16
848598609685,488463.34
269609399463,144660.34
332167020971,423206.42
275372270379,704453.56
211539999381,120598.2
222527931457,938636.2
158281822723,361290.79
311430861773,21253.06
502316876543,53879.22
891451862721,86267.68
964887499470,457398.88
815546712836,351123.8
127375693028,181476.38
254871205010,194372.32
108018814993,411081.52
122319768244,543190.9
256724196653,813140.12
115820136555,312599.73
271404574060,106307.05
183525992038,207659.12
391243699131,673304.5
280279079109,441283.96
289697914453,496522.17
180182795520,603726.36
536085714709,74685.63
256450967782,694495.38
763228153746,434115.42
326275942509,28386.37
347955908589,696070.89
248965218407,202261.56
144740378718,496510.44
136497465105,279082.78
189158436673,959529.85
